playerID,nameFirst,nameLast,bats,throws,walks,hits,ab,singles,doubles,triples,hr,hbp,sacf,runs,rbi,sb,post_ab,post_h,post_games,assists,po,errors,as_games,mvp,gg,ws_wins,ws_losses,gp,mfp,firstyear,inducted
hunteca01,Catfish,Hunter,R,R,8,149,658,124,16,3,6,0,5,60,51,2,21,2,22,319,225,23,6,0,0,5,1,515,PITCHER,1985,1
walketo04,Todd,Walker,L,R,421,1316,4554,895,284,30,107,16,46,647,545,66,52,15,15,2753,2239,96,NULL,NULL,NULL,NULL,NULL,1288,2B,2013,0
gosgeji01,Jim,Gosger,L,L,217,411,1815,298,67,16,30,6,11,197,177,25,NULL,NULL,NULL,36,1162,18,NULL,NULL,NULL,1,1,706,CF,1980,0
singebi01,Bill,Singer,R,R,14,45,413,34,11,0,0,5,0,20,13,0,NULL,NULL,NULL,310,95,34,2,NULL,NULL,1,1,324,PITCHER,1983,0
sierrru01,Ruben,Sierra,B,R,610,2152,8044,1359,428,59,306,7,120,1084,1322,142,91,24,31,108,2951,94,4,0,0,1,1,2186,RF,2012,0
evansdw01,Dwight,Evans,R,R,1391,2446,8996,1505,483,73,385,53,77,1470,1384,78,113,27,32,228,5450,78,3,0,8,NULL,2,2606,RF,1997,0
hraboal01,Al,Hrabosky,R,L,4,8,56,7,0,1,0,1,0,4,6,0,0,0,3,58,20,8,NULL,0,0,NULL,NULL,546,PITCHER,1988,0
fregoji01,Jim,Fregosi,R,R,715,1726,6523,1233,264,78,151,32,53,844,706,76,NULL,NULL,NULL,4555,3805,291,6,0,1,NULL,1,1902,SS,1984,0
huntro01,Ron,Hunt,R,R,555,1429,5235,1144,223,23,39,243,22,745,370,65,NULL,NULL,NULL,3807,2822,185,2,0,0,NULL,NULL,1483,2B,1980,0
karroer01,Eric,Karros,R,R,552,1724,6441,1105,324,11,284,31,76,797,1027,59,50,15,15,1359,14056,111,NULL,0,0,NULL,NULL,1755,1B,2010,0
allenbe01,Bernie,Allen,L,R,370,815,3404,581,140,21,73,8,17,357,352,13,NULL,NULL,NULL,2347,2031,100,NULL,NULL,NULL,NULL,1,1141,2B,1979,0
womacto01,Tony,Womack,L,R,308,1353,4963,1068,190,59,36,28,33,739,368,363,156,33,40,2780,2044,134,1,NULL,NULL,1,1,1303,2B,2012,0
unserde01,Del,Unser,L,L,481,1344,5215,1036,179,42,87,9,43,617,481,64,11,5,8,157,3643,55,NULL,NULL,NULL,1,NULL,1799,CF,1988,0
bagweje01,Jeff,Bagwell,R,R,1401,2314,7797,1345,488,32,449,128,102,1517,1529,202,106,24,33,1705,17546,129,4,1,1,NULL,1,2150,1B,2011,1
wellsda01,David,Wells,L,L,3,23,178,21,2,0,0,1,0,8,5,0,6,2,27,451,149,30,3,0,0,2,1,660,PITCHER,2013,0
sotoma01,Mario,Soto,R,R,11,70,530,55,13,1,1,2,2,32,24,0,0,0,1,203,95,22,3,NULL,NULL,NULL,NULL,303,PITCHER,1994,0
bedrost01,Steve,Bedrosian,R,R,3,15,153,15,0,0,0,0,0,3,2,0,0,0,13,122,64,10,1,0,0,2,1,732,PITCHER,2001,0
johnsch04,Charles,Johnson,R,R,475,940,3836,558,211,4,167,25,31,465,570,6,62,17,19,568,7218,51,2,0,4,1,NULL,1188,CATCHER,2011,0
burnije01,Jeromy,Burnitz,L,R,739,1447,5710,805,298,29,315,78,43,917,981,74,NULL,NULL,NULL,93,2913,71,1,NULL,NULL,NULL,1,1694,RF,2012,0
crowlte01,Terry,Crowley,L,L,222,379,1518,274,62,1,42,7,15,174,229,3,11,3,13,46,634,9,NULL,NULL,NULL,2,3,865,DH,1989,0
rhodear01,Arthur,Rhodes,L,L,0,1,6,1,0,0,0,0,0,0,0,0,0,0,29,125,38,9,0,NULL,NULL,1,1,903,PITCHER,2017,0
zeileto01,Todd,Zeile,R,R,945,2004,7573,1331,397,23,253,42,81,986,1110,53,113,33,29,3089,5257,276,NULL,NULL,NULL,NULL,2,2158,3B,2010,0
richepe01,Pete,Richert,L,L,9,43,297,36,5,1,1,1,1,21,15,2,0,0,4,168,53,18,2,NULL,NULL,2,2,446,PITCHER,1980,0
henderi01,Rickey,Henderson,R,L,2190,3055,10961,2182,510,66,297,98,67,2295,1115,1406,222,63,60,131,6468,141,10,1,1,2,2,3081,LF,2009,1
rolensc01,Scott,Rolen,R,R,899,2077,7398,1201,517,43,316,127,93,1211,1287,118,141,31,39,4081,1478,186,5,0,8,1,1,2038,3B,2018,0
griffke02,Ken,Griffey,L,L,1312,2781,9801,1589,524,38,630,81,102,1662,1836,184,69,20,18,154,5607,89,9,1,10,NULL,NULL,2671,CF,2016,1
hendrge01,George,Hendrick,R,R,567,1980,7129,1343,343,27,267,22,86,941,1111,59,75,17,23,207,4758,65,3,0,0,2,NULL,2048,RF,1994,0
sundbji01,Jim,Sundberg,R,R,699,1493,6021,1119,243,36,95,22,38,621,624,20,48,10,14,1007,9773,81,2,0,6,1,NULL,1962,CATCHER,1995,0
siebeso01,Sonny,Siebert,R,R,18,114,660,77,22,3,12,9,3,52,57,0,NULL,NULL,NULL,329,159,26,1,NULL,NULL,NULL,NULL,405,PITCHER,1981,0
mcgresc01,Scott,McGregor,B,L,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,317,119,9,0,NULL,NULL,1,1,357,PITCHER,1994,0
seaveto01,Tom,Seaver,R,R,108,202,1315,157,28,5,12,4,4,99,86,4,20,2,8,692,328,42,8,0,0,1,2,677,PITCHER,1992,1
bluevi01,Vida,Blue,B,L,49,53,512,40,9,0,4,3,1,37,15,0,13,0,17,427,127,19,4,1,0,3,NULL,508,PITCHER,1992,0
schilcu01,Curt,Schilling,R,R,25,117,773,103,13,1,0,0,1,39,29,1,24,2,19,297,183,22,3,0,0,3,1,571,PITCHER,2013,0
howear01,Art,Howe,R,R,275,682,2626,477,139,23,43,9,25,268,293,10,32,6,11,1597,1763,69,NULL,NULL,NULL,NULL,1,891,3B,1991,0
morame01,Melvin,Mora,R,R,520,1503,5422,1030,283,19,171,117,49,794,754,93,15,6,9,2445,1787,148,2,0,0,NULL,1,1556,3B,2017,0
martipe02,Pedro,Martinez,R,R,15,43,434,35,6,2,0,3,3,22,18,0,4,0,16,263,155,23,3,0,0,1,1,477,PITCHER,2015,1
forscbo01,Bob,Forsch,R,R,27,190,893,125,45,8,12,1,5,77,84,3,5,2,12,405,234,18,NULL,0,0,1,2,509,PITCHER,1995,0
washicl01,Claudell,Washington,L,L,468,1884,6787,1317,334,69,164,36,51,926,824,312,39,13,15,104,3198,91,2,NULL,NULL,1,NULL,1912,RF,1996,0
parrila02,Lance,Parrish,R,R,612,1782,7067,1126,305,27,324,37,58,856,1070,28,30,8,8,986,9840,98,7,0,3,1,NULL,1988,CATCHER,2001,0
casanpa01,Paul,Casanova,R,R,101,627,2786,478,87,12,50,9,24,214,252,2,NULL,NULL,NULL,395,4040,69,0,0,0,NULL,NULL,859,CATCHER,1980,0
johnsde01,Deron,Johnson,R,R,585,1447,5941,922,247,33,245,20,61,706,923,11,20,4,10,974,7038,104,NULL,0,0,3,2,1765,1B,1982,0
oglivbe01,Ben,Oglivie,L,L,560,1615,5913,1070,277,33,235,35,69,784,901,87,60,11,16,121,3399,74,3,0,0,NULL,1,1754,LF,1992,0
goodedw01,Dwight,Gooden,R,R,14,145,741,117,15,5,8,3,6,60,67,1,12,2,12,423,224,34,3,0,0,3,NULL,434,PITCHER,2006,0
percitr01,Troy,Percival,R,R,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,23,29,2,3,NULL,NULL,1,1,703,PITCHER,2015,0
castivi02,Vinny,Castilla,R,R,423,1884,6822,1187,349,28,320,60,71,902,1105,33,60,21,17,3632,1389,174,2,0,0,NULL,2,1854,3B,2012,0
williwo02,Woody,Williams,R,R,17,105,540,75,25,1,4,5,10,52,43,1,11,2,8,252,159,18,1,NULL,NULL,1,1,443,PITCHER,2013,0
thompro01,Robby,Thompson,R,R,439,1187,4612,791,238,39,119,66,19,671,458,103,49,8,16,3705,2611,110,0,0,1,NULL,1,1304,2B,2002,0
puhlte01,Terry,Puhl,L,R,505,1361,4855,1017,226,56,62,26,36,676,435,217,43,16,13,57,2585,18,0,NULL,NULL,NULL,NULL,1531,RF,1997,0
willibe02,Bernie,Williams,B,R,1069,2336,7869,1545,449,55,287,39,64,1366,1257,147,465,128,121,65,4710,48,4,0,4,4,2,2076,CF,2012,0
hargrmi01,Mike,Hargrove,L,L,965,1614,5564,1240,266,28,80,53,67,783,686,24,NULL,NULL,NULL,1027,11603,123,1,0,0,NULL,NULL,1666,1B,1991,0
mcgeewi01,Willie,McGee,B,R,448,2254,7649,1731,350,94,79,15,46,1010,856,352,192,53,54,136,4295,108,4,1,3,1,3,2201,CF,2005,0
raderdo02,Doug,Rader,R,R,528,1302,5186,863,245,39,155,40,51,631,722,37,NULL,NULL,NULL,2913,1526,201,NULL,0,5,NULL,NULL,1465,3B,1983,0
claytro01,Royce,Clayton,R,R,565,1904,7379,1376,363,55,110,45,62,935,723,231,45,11,13,5904,3096,242,1,NULL,NULL,1,NULL,2108,SS,2013,0
leebi03,Bill,Lee,L,L,1,41,197,35,3,1,2,0,0,12,10,0,6,1,4,415,83,28,0,NULL,NULL,NULL,1,419,PITCHER,1988,0
lowelmi01,Mike,Lowell,R,R,548,1619,5813,995,394,7,223,52,84,771,952,30,115,29,34,2725,1468,104,4,0,1,3,NULL,1601,3B,2016,0
jacksso01,Sonny,Jackson,L,R,250,767,3055,651,81,28,7,11,17,396,162,126,0,0,1,1820,1392,158,NULL,NULL,NULL,NULL,NULL,936,SS,1980,0
davisch01,Chili,Davis,B,R,1194,2380,8673,1576,424,30,350,15,94,1240,1372,142,100,21,34,77,2566,80,3,NULL,NULL,3,NULL,2436,DH,2005,0
alomaro01,Roberto,Alomar,B,R,1032,2724,9073,1930,504,80,210,50,97,1508,1134,474,230,72,58,6536,4463,183,12,0,10,2,NULL,2379,2B,2010,1
kessido01,Don,Kessinger,B,R,684,1931,7651,1583,254,80,14,22,40,899,527,100,NULL,NULL,NULL,6453,3292,350,6,0,2,NULL,NULL,2078,SS,1985,0
wallati01,Tim,Wallach,R,R,649,2085,8099,1357,432,36,260,77,77,908,1125,51,28,2,11,4065,2543,247,5,0,3,NULL,NULL,2212,3B,2002,0
clarkho01,Horace,Clarke,B,R,365,1230,4813,1030,150,23,27,11,24,548,304,151,NULL,NULL,NULL,3383,2802,118,NULL,NULL,NULL,NULL,NULL,1272,2B,1980,0
cedence01,Cesar,Cedeno,R,R,664,2087,7310,1392,436,60,199,56,71,1084,976,550,52,9,17,195,5984,91,4,0,5,NULL,1,2006,CF,1992,0
clarkto02,Tony,Clark,B,R,527,1188,4532,693,233,11,251,21,40,629,824,6,37,5,12,709,9351,75,1,NULL,NULL,NULL,NULL,1559,1B,2015,0
tewksbo01,Bob,Tewksbury,R,R,21,50,380,43,7,0,0,0,0,20,19,0,NULL,NULL,NULL,344,138,10,1,NULL,NULL,NULL,NULL,304,PITCHER,2004,0
schmimi01,Mike,Schmidt,R,R,1507,2234,8352,1219,408,59,548,79,108,1506,1595,174,140,33,36,5193,2836,328,10,3,10,1,1,2404,3B,1995,1
tettlmi01,Mickey,Tettleton,B,R,949,1132,4698,661,210,16,245,30,47,711,732,23,12,1,4,408,4951,55,2,0,0,NULL,NULL,1485,CATCHER,2003,0
evansda01,Darrell,Evans,L,R,1605,2223,8973,1444,329,36,414,35,90,1344,1354,98,42,9,13,3929,7964,329,2,0,0,1,NULL,2687,3B,1995,0
bailebo01,Bob,Bailey,R,R,852,1564,6082,1098,234,43,189,17,52,772,773,85,NULL,NULL,NULL,2397,2258,210,NULL,NULL,NULL,1,NULL,1931,3B,1984,0
cartejo01,Joe,Carter,R,R,527,2184,8422,1303,432,53,396,90,105,1170,1445,231,119,30,29,281,5890,118,5,0,0,2,NULL,2189,LF,2004,0
gamblos01,Oscar,Gamble,L,R,610,1195,4502,776,188,31,200,43,30,656,666,47,42,12,18,59,1412,35,NULL,NULL,NULL,NULL,2,1584,DH,1991,0
mayje01,Jerry,May,R,R,157,357,1527,269,63,10,15,11,13,120,130,1,NULL,NULL,NULL,248,2649,29,NULL,NULL,NULL,NULL,1,556,CATCHER,1979,0
holtzke01,Ken,Holtzman,R,L,17,99,607,77,19,1,2,0,1,35,34,0,13,4,13,471,117,26,1,0,0,5,1,456,PITCHER,1985,0
malonji01,Jim,Maloney,L,R,33,126,628,94,21,4,7,1,3,51,53,2,0,0,1,232,101,15,1,NULL,NULL,NULL,2,321,PITCHER,1978,0
mclaide01,Denny,McLain,R,R,25,82,616,74,5,2,1,0,4,32,31,1,6,0,3,212,154,13,3,1,0,2,NULL,285,PITCHER,1978,0
myersra01,Randy,Myers,L,L,3,11,60,8,3,0,0,0,0,5,7,0,0,0,29,92,27,5,4,0,0,2,1,729,PITCHER,2004,0
tananfr01,Frank,Tanana,L,L,2,9,59,7,1,1,0,0,0,3,5,0,0,0,2,638,226,19,1,0,0,NULL,NULL,639,PITCHER,1999,0
simsdu01,Duke,Sims,L,R,338,580,2422,394,80,6,100,35,9,263,310,6,14,3,4,360,4206,72,NULL,NULL,NULL,NULL,NULL,843,CATCHER,1980,0
scottge02,George,Scott,R,R,699,1992,7433,1355,306,60,271,53,62,957,1051,69,26,6,7,1520,15601,201,3,0,8,NULL,1,2034,1B,1985,0
stantmi01,Mike,Stanton,B,R,0,1,4,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,52,28,4,NULL,NULL,NULL,NULL,NULL,277,PITCHER,2013,0
bondsbo01,Bobby,Bonds,R,R,914,1886,7043,1186,302,66,332,53,64,1258,1024,461,8,2,3,128,3659,89,3,0,3,NULL,NULL,1849,RF,1987,0
davalvi01,Vic,Davalillo,L,L,212,1122,4017,889,160,37,36,10,25,510,329,125,31,10,22,82,2389,36,1,0,1,3,2,1458,CF,1986,0
bandosa01,Sal,Bando,R,R,1031,1790,7060,1221,289,38,242,75,57,982,1039,75,159,39,44,3743,1788,231,3,0,0,3,NULL,2019,3B,1987,0
otisam01,Amos,Otis,R,R,757,2020,7299,1387,374,66,193,33,103,1092,1007,341,78,23,22,129,4940,48,4,0,3,1,1,1998,CF,1990,0
cartega01,Gary,Carter,R,R,848,2092,7971,1366,371,31,324,68,99,1025,1225,39,118,33,30,1247,12490,128,10,0,3,1,NULL,2296,CATCHER,1998,1
milleno01,Norm,Miller,L,R,160,325,1364,223,68,10,24,15,10,166,159,16,NULL,NULL,NULL,23,570,18,NULL,NULL,NULL,NULL,NULL,540,RF,1980,0
torboje01,Jeff,Torborg,R,R,103,297,1391,244,42,3,8,4,10,78,101,3,NULL,NULL,NULL,214,2998,32,NULL,NULL,NULL,1,1,574,CATCHER,1979,0
durhara01,Ray,Durham,B,R,820,2054,7408,1343,440,79,192,72,68,1249,875,273,56,14,15,4926,3506,181,2,NULL,NULL,NULL,NULL,1975,2B,2014,0
zachrpa01,Pat,Zachry,R,R,14,36,318,36,0,0,0,0,2,9,6,0,1,0,4,176,60,13,0,0,0,1,NULL,293,PITCHER,1991,0
jonesja05,Jason,Jones,B,R,10,23,107,14,6,0,3,3,1,11,11,0,NULL,NULL,NULL,3,44,1,NULL,NULL,NULL,NULL,NULL,40,LF,2014,0
smithre06,Reggie,Smith,B,R,890,2020,7033,1286,363,57,314,33,86,1123,1092,137,107,25,32,304,5186,123,7,0,1,1,3,1987,RF,1988,0
dawsoan01,Andre,Dawson,R,R,589,2774,9927,1735,503,98,438,111,118,1373,1591,314,59,11,15,157,5158,93,8,1,8,NULL,NULL,2627,RF,2002,1
grimsro02,Ross,Grimsley,L,L,6,45,353,41,4,0,0,1,1,21,15,0,6,2,9,357,60,13,0,NULL,NULL,NULL,1,346,PITCHER,1988,0
linzyfr01,Frank,Linzy,R,R,3,18,121,16,0,1,1,1,0,5,3,0,NULL,NULL,NULL,236,51,9,NULL,NULL,NULL,NULL,NULL,516,PITCHER,1980,0
tovarce01,Cesar,Tovar,R,R,413,1546,5569,1192,253,55,46,88,34,834,435,226,28,7,8,1043,2686,124,NULL,NULL,NULL,NULL,2,1488,CF,1982,0
jonesdo01,Doug,Jones,R,R,1,1,7,1,0,0,0,0,0,0,0,0,0,0,3,152,60,21,4,0,0,NULL,1,846,PITCHER,2006,0
remyje01,Jerry,Remy,L,R,356,1226,4455,1041,140,38,7,4,32,605,329,208,NULL,NULL,NULL,3243,2293,110,0,NULL,NULL,NULL,NULL,1154,2B,1990,0
mayru01,Rudy,May,L,L,22,42,341,33,9,0,0,2,1,12,14,0,1,0,6,382,87,37,NULL,NULL,NULL,NULL,2,536,PITCHER,1989,0
bumbral01,Al,Bumbry,L,R,471,1422,5053,1096,220,52,54,21,30,778,402,254,64,9,22,68,2975,44,1,0,0,1,1,1496,CF,1991,0
fostege01,George,Foster,R,R,666,1925,7023,1223,307,47,348,52,68,986,1239,51,76,22,23,119,3809,62,5,1,0,3,1,1977,LF,1992,0
greensh01,Shawn,Green,L,L,744,2003,7082,1195,445,35,328,80,53,1129,1070,162,48,14,13,152,4373,54,2,0,1,1,NULL,1951,RF,2013,0
boutoji01,Jim,Bouton,R,R,14,35,347,32,3,0,0,3,1,8,21,0,9,1,3,177,112,15,1,NULL,NULL,1,2,307,PITCHER,1984,0
hickmji02,Jim,Hickman,R,R,491,1002,3974,655,163,25,159,16,29,518,560,17,NULL,NULL,NULL,392,3947,76,1,NULL,NULL,NULL,NULL,1421,RF,1980,0
ryanmi02,Mike,Ryan,R,R,152,370,1920,270,60,12,28,4,11,146,161,4,2,0,1,325,3473,34,NULL,NULL,NULL,NULL,1,636,CATCHER,1980,0
floydcl01,Cliff,Floyd,L,R,601,1479,5319,883,340,23,233,91,48,824,865,148,37,8,19,134,2881,63,1,NULL,NULL,1,1,1621,LF,2015,0
kileda01,Darryl,Kile,R,R,43,87,657,62,23,0,2,4,1,38,40,0,9,2,7,287,136,27,1,NULL,NULL,NULL,NULL,364,PITCHER,2003,0
greenmi01,Mike,Greenwell,L,R,460,1400,4623,957,275,38,130,39,41,657,726,80,48,7,17,85,2094,43,2,0,0,NULL,1,1269,LF,2002,0
cardejo02,Jose,Cardenal,R,R,608,1913,6964,1396,333,46,138,26,61,936,775,329,16,3,6,164,3964,95,NULL,NULL,NULL,NULL,1,2017,CF,1986,0
hortowi01,Willie,Horton,R,R,620,1993,7298,1344,284,40,325,58,59,873,1163,20,33,8,12,60,1921,58,4,0,0,1,NULL,2028,LF,1986,0
keyji01,Jimmy,Key,R,L,0,0,2,0,0,0,0,0,0,0,0,0,1,0,14,452,172,22,4,0,0,2,NULL,471,PITCHER,2004,0
baineha01,Harold,Baines,L,L,1062,2866,9908,1945,488,49,384,14,99,1299,1628,34,102,33,31,69,2031,47,6,0,0,NULL,1,2830,DH,2007,0
nevinph01,Phil,Nevin,R,R,449,1131,4188,708,209,6,208,30,33,584,743,18,3,0,1,1122,3708,112,1,NULL,NULL,NULL,NULL,1217,3B,2012,0
beckegl01,Glenn,Beckert,R,R,260,1473,5208,1224,196,31,22,19,27,685,360,49,NULL,NULL,NULL,3719,2712,179,4,0,1,NULL,NULL,1320,2B,1981,0
jonesto02,Todd,Jones,L,R,1,4,19,3,1,0,0,0,0,1,0,0,0,0,8,112,70,8,1,0,0,NULL,1,982,PITCHER,2014,0
campabe01,Bert,Campaneris,R,R,618,2249,8684,1771,313,86,79,64,60,1181,646,649,144,35,37,6323,3789,388,5,0,0,3,NULL,2328,SS,1989,0
johnsra05,Randy,Johnson,R,L,19,78,625,63,14,0,1,2,1,20,40,0,24,2,19,448,90,57,8,0,0,1,NULL,619,PITCHER,2015,1
millafe01,Felix,Millan,R,R,318,1617,5791,1328,229,38,22,63,32,699,403,67,63,16,15,3846,3498,151,2,0,2,NULL,1,1480,2B,1983,0
knighra01,Ray,Knight,R,R,343,1311,4829,934,266,27,84,36,61,490,595,14,61,17,15,1858,3669,131,2,0,0,1,NULL,1495,3B,1994,0
